"Country","Date","RelativeTimeSpentInRetailAndRecreation","RelativeTimeSpentInGroceryAndPharmacy","RelativeTimeSpentInParks","RelativeTimeSpentInTransitStations","RelativeTimeSpentInWorkplaces","RelativeTimeSpentInResidents","IsoCode","Continent","NewCases","NewDeaths","PeopleVaccinated","PeopleFullyVaccinated","TotalBoosterVaccines","StringencyIndex","Population"
"Spain","2022-03-10",-18,11,4,-12,-9,2,"ESP","Europe",22615,85,41089269,39845453,24114643,43.98,46745211
"Spain","2022-03-11",-23,10,-13,-15,-10,3,"ESP","Europe",19849,58,,,,43.98,46745211
"Spain","2022-03-12",-23,0,-5,-13,-7,2,"ESP","Europe",0,0,,,,43.98,46745211
"Spain","2022-03-13",-23,8,-7,-12,-6,1,"ESP","Europe",0,0,,,,43.98,46745211
"Spain","2022-03-14",-25,1,-16,-17,-11,5,"ESP","Europe",0,0,,,,43.98,46745211
"Spain","2022-03-15",-23,2,-8,-14,-11,4,"ESP","Europe",36066,281,,,,43.98,46745211
"Spain","2022-03-16",-22,4,-10,-15,-11,5,"ESP","Europe",0,0,41112436,39976615,24312467,,46745211
"Spain","2022-03-17",-20,9,-9,-15,-12,4,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-18",-19,11,0,-12,-13,3,"ESP","Europe",64597,287,,,,,46745211
"Spain","2022-03-19",-21,-9,2,-10,-11,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-20",-25,4,-14,-13,-8,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-21",-23,3,-8,-15,-11,4,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-22",-23,6,-8,-15,-10,4,"ESP","Europe",54147,350,,,,,46745211
"Spain","2022-03-23",-23,6,-9,-17,-11,5,"ESP","Europe",0,0,41134037,40118474,24424856,,46745211
"Spain","2022-03-24",-22,5,-8,-16,-11,4,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-25",-22,4,-7,-15,-11,4,"ESP","Europe",72892,339,,,,,46745211
"Spain","2022-03-26",-24,-6,-5,-15,-9,2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-27",-23,3,3,-12,-8,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-28",-19,3,12,-11,-10,3,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-03-29",-21,4,3,-11,-10,3,"ESP","Europe",56633,,,,,,46745211
"Spain","2022-03-30",-21,4,-5,-14,-9,3,"ESP","Europe",0,0,41153657,40240841,24507469,,46745211
"Spain","2022-03-31",-18,7,-2,-12,-9,3,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-01",-18,8,1,-12,-9,1,"ESP","Europe",43265,323,,,,,46745211
"Spain","2022-04-02",-20,-2,5,-10,-8,0,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-03",-22,9,-9,-14,-8,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-04",-20,5,-2,-12,-10,2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-05",-21,4,-2,-11,-10,3,"ESP","Europe",27079,206,,,,,46745211
"Spain","2022-04-06",-15,10,14,-10,-9,2,"ESP","Europe",0,0,41167422,40292719,24596083,,46745211
"Spain","2022-04-07",-12,10,21,-7,-10,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-08",-15,8,16,-8,-12,0,"ESP","Europe",48834,357,,,,,46745211
"Spain","2022-04-09",-17,2,23,-5,-6,-2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-10",-11,22,34,-3,-2,-2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-11",-6,12,42,-10,-25,2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-12",-9,13,24,-14,-26,3,"ESP","Europe",34727,0,41180591,40349823,24639562,,46745211
"Spain","2022-04-13",-2,26,45,-11,-29,0,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-14",-6,0,102,-22,-66,4,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-15",-29,-49,109,-33,-76,11,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-16",-22,2,65,-13,-19,-3,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-17",-14,23,46,-6,-7,-7,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-18",-18,-10,54,-18,-44,3,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-19",-18,15,15,-8,-16,2,"ESP","Europe",74679,0,,,,,46745211
"Spain","2022-04-20",-20,8,-2,-13,-14,4,"ESP","Europe",0,617,,,,,46745211
"Spain","2022-04-21",-15,10,14,-9,-13,2,"ESP","Europe",0,0,41188035,40375699,24689379,,46745211
"Spain","2022-04-22",-20,6,1,-11,-13,3,"ESP","Europe",49143,187,,,,,46745211
"Spain","2022-04-23",-22,-2,-1,-9,-8,2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-24",-17,18,19,-3,-2,0,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-25",-12,7,38,-4,-14,1,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-26",-15,10,18,-3,-8,1,"ESP","Europe",47421,319,,,,,46745211
"Spain","2022-04-27",-15,11,9,-6,-9,2,"ESP","Europe",0,0,41200263,40414329,24764684,,46745211
"Spain","2022-04-28",-13,11,12,-6,-10,2,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-04-29",-11,13,30,-4,-9,-1,"ESP","Europe",62695,229,,,,,46745211
"Spain","2022-04-30",-14,6,35,0,-4,-3,"ESP","Europe",0,0,,,,,46745211
"Spain","2022-05-01",-6,13,39,3,-1,-4,"ESP","Europe",,6,,,,,46745211
"Spain","2022-05-02",-15,-10,30,-18,-40,5,"ESP","Europe",2672,,,,,,46745211
"Spain","2022-05-03",-16,13,10,-4,-11,2,"ESP","Europe",57329,0,,,,,46745211
"Spain","2022-05-04",-14,12,11,-6,-10,2,"ESP","Europe",,212,41209244,40439425,24824788,,46745211
"Spain","2022-05-05",-10,13,27,-3,-9,1,"ESP","Europe",,,,,,,46745211
"Finland","2021-12-01",-3,8,24,-27,-25,7,"FIN","Europe",1427,7,,,,32.87,5548361
"Finland","2021-12-02",-6,7,12,-30,-25,7,"FIN","Europe",1444,12,,,,34.72,5548361
"Finland","2021-12-03",-6,5,15,-29,-27,7,"FIN","Europe",1468,5,,,,34.72,5548361
"Finland","2021-12-04",-8,4,6,-23,-4,3,"FIN","Europe",1529,6,,,,34.72,5548361
"Finland","2021-12-05",-7,7,1,-31,-10,4,"FIN","Europe",972,7,,4061340,389243,40.28,5548361
"Finland","2021-12-06",-47,-20,29,-54,-83,21,"FIN","Europe",1003,5,,,,40.28,5548361
"Finland","2021-12-07",-10,6,-2,-31,-25,8,"FIN","Europe",1077,3,,,,40.28,5548361
"Finland","2021-12-08",-9,2,8,-30,-24,9,"FIN","Europe",1925,7,,,,40.28,5548361
"Finland","2021-12-09",-7,5,7,-31,-23,8,"FIN","Europe",1733,9,,,,40.28,5548361
"Finland","2021-12-10",-7,3,12,-31,-23,8,"FIN","Europe",1708,7,,,,40.28,5548361
"Finland","2021-12-11",-7,4,8,-23,3,3,"FIN","Europe",1803,6,,,,40.28,5548361
"Finland","2021-12-12",-8,5,12,-27,-1,4,"FIN","Europe",1124,7,,4085397,536446,40.28,5548361
"Finland","2021-12-13",-3,9,20,-29,-25,7,"FIN","Europe",1269,5,,,,40.28,5548361
"Finland","2021-12-14",-5,8,4,-30,-24,8,"FIN","Europe",2356,7,,,,40.28,5548361
"Finland","2021-12-15",3,12,23,-27,-23,7,"FIN","Europe",1833,6,,,,40.28,5548361
"Finland","2021-12-16",0,11,19,-28,-23,6,"FIN","Europe",2099,8,,,,40.28,5548361
"Finland","2021-12-17",-2,6,18,-31,-23,7,"FIN","Europe",1990,8,,,,40.28,5548361
"Finland","2021-12-18",-4,9,7,-24,2,3,"FIN","Europe",2172,8,,,,40.28,5548361
"Finland","2021-12-19",0,15,13,-28,0,4,"FIN","Europe",1614,2,,,780314,40.28,5548361
"Finland","2021-12-20",8,20,14,-32,-30,8,"FIN","Europe",1754,5,,,,34.72,5548361
"Finland","2021-12-21",6,26,7,-32,-31,9,"FIN","Europe",3040,8,,,,34.72,5548361
"Finland","2021-12-22",11,38,30,-30,-36,8,"FIN","Europe",3169,6,,,,34.72,5548361
"Finland","2021-12-23",2,40,38,-35,-56,11,"FIN","Europe",3537,8,,,,34.72,5548361
"Finland","2021-12-24",-74,-47,30,-66,-86,21,"FIN","Europe",3904,7,,,963903,34.72,5548361
"Finland","2021-12-25",-79,-62,-4,-62,-46,8,"FIN","Europe",2275,6,,,,34.72,5548361
"Finland","2021-12-26",-40,-16,8,-44,-19,4,"FIN","Europe",2673,4,,,965405,34.72,5548361
"Finland","2021-12-27",-15,-2,38,-45,-57,13,"FIN","Europe",3300,9,,,967668,34.72,5548361
"Finland","2021-12-28",-17,1,39,-45,-55,14,"FIN","Europe",6658,17,,,1015119,37.5,5548361
"Finland","2021-12-29",-17,3,54,-45,-53,14,"FIN","Europe",6873,12,,,,37.5,5548361
"Finland","2021-12-30",-15,13,43,-45,-54,14,"FIN","Europe",7385,13,,,1066416,31.94,5548361
"Finland","2021-12-31",-29,4,86,-49,-59,15,"FIN","Europe",7325,16,,,1132671,31.94,5548361
"Finland","2022-01-01",-66,-46,23,-53,-35,9,"FIN","Europe",6871,14,,,1215099,31.94,5548361
"Finland","2022-01-02",-31,-5,14,-44,-13,7,"FIN","Europe",4002,11,,,,31.94,5548361
"Finland","2022-01-03",-16,3,26,-41,-44,12,"FIN","Europe",4977,12,,,1215256,31.94,5548361
"Finland","2022-01-04",-21,-2,13,-43,-44,14,"FIN","Europe",9525,13,,,1215479,31.94,5548361
"Finland","2022-01-05",-15,11,46,-41,-44,12,"FIN","Europe",9984,13,,,1228604,31.94,5548361
"Finland","2022-01-06",-47,-21,60,-58,-79,23,"FIN","Europe",9727,13,,,1367731,31.94,5548361
"Finland","2022-01-07",-26,-5,25,-51,-54,17,"FIN","Europe",7331,11,,,,31.94,5548361
"Finland","2022-01-08",-36,-11,-2,-45,-13,9,"FIN","Europe",9024,11,,,1452393,31.94,5548361
"Finland","2022-01-09",-34,-7,10,-43,-10,8,"FIN","Europe",5800,10,,,,31.94,5548361
"Finland","2022-01-10",-23,-2,3,-42,-32,11,"FIN","Europe",6641,8,,,1570798,31.94,5548361
"Finland","2022-01-11",-26,-4,2,-43,-32,12,"FIN","Europe",10547,9,,,,31.94,5548361
"Finland","2022-01-12",-22,1,30,-41,-31,11,"FIN","Europe",9212,6,,,1693985,31.94,5548361
"Finland","2022-01-13",-24,-3,22,-42,-31,11,"FIN","Europe",8928,6,,,,31.94,5548361
"Finland","2022-01-14",-24,0,18,-45,-30,12,"FIN","Europe",8275,7,,,,31.94,5548361
"Finland","2022-01-15",-27,-2,31,-42,-7,6,"FIN","Europe",8097,6,,,1886418,31.94,5548361
"Finland","2022-01-16",-31,-5,17,-46,-8,7,"FIN","Europe",5702,7,,,,31.94,5548361
"Finland","2022-01-17",-21,-2,20,-40,-31,10,"FIN","Europe",6250,4,,,,31.94,5548361
"Finland","2022-01-18",-20,1,19,-41,-31,11,"FIN","Europe",10127,12,4278695,4091936,1972061,31.94,5548361
"Finland","2022-01-19",-22,-1,34,-40,-30,11,"FIN","Europe",9164,4,4281356,4095316,2030748,31.94,5548361
"Finland","2022-01-20",-28,-7,7,-43,-30,12,"FIN","Europe",8512,0,4282947,4098210,2080752,31.94,5548361
"Finland","2022-01-21",-26,-2,17,-43,-30,12,"FIN","Europe",8048,2,,,,31.94,5548361
"Finland","2022-01-22",-29,-4,21,-42,-6,7,"FIN","Europe",7296,1,,,,31.94,5548361
"Finland","2022-01-23",-28,-1,24,-41,-6,6,"FIN","Europe",4368,0,,,,31.94,5548361
"Finland","2022-01-24",-22,-3,22,-41,-31,10,"FIN","Europe",4596,0,,,,31.94,5548361
"Finland","2022-01-25",-21,-1,35,-39,-30,10,"FIN","Europe",7168,0,4291155,4118068,2284124,40.28,5548361
"Finland","2022-01-26",-22,-1,26,-40,-30,11,"FIN","Europe",3393,0,4292744,4121455,2332576,40.28,5548361
"Finland","2022-01-27",-24,-2,20,-41,-29,11,"FIN","Europe",6271,25,4293901,4124164,2366406,40.28,5548361
"Finland","2022-01-28",-23,0,23,-42,-29,11,"FIN","Europe",4766,23,4295050,4126922,2401482,40.28,5548361
"Finland","2022-01-29",-32,-6,1,-43,-7,7,"FIN","Europe",0,0,4296615,4130395,2439445,40.28,5548361
"Finland","2022-01-30",-40,-16,-7,-42,-7,8,"FIN","Europe",0,0,4297954,4133568,2474528,40.28,5548361
"Finland","2022-01-31",-20,-1,18,-36,-30,10,"FIN","Europe",14439,48,4388583,4134366,2485236,40.28,5548361
"Finland","2022-02-01",-18,2,12,-36,-29,10,"FIN","Europe",3244,0,4389916,4135104,2493406,38.89,5548361
"Finland","2022-02-02",-18,1,32,-36,-29,10,"FIN","Europe",8038,22,4391606,4136809,2510964,38.89,5548361
"Finland","2022-02-03",-20,0,19,-38,-28,10,"FIN","Europe",6788,29,4393244,4138743,2531106,38.89,5548361
"Finland","2022-02-04",-21,0,11,-39,-29,11,"FIN","Europe",6952,17,4431379,4175001,2572595,38.89,5548361
"Finland","2022-02-05",-33,-11,-8,-36,-7,8,"FIN","Europe",0,0,4433853,4177949,2606406,38.89,5548361
"Finland","2022-02-06",-31,-6,2,-38,-5,6,"FIN","Europe",0,0,,,,38.89,5548361
"Finland","2022-02-07",-18,1,24,-35,-30,9,"FIN","Europe",19898,37,4436846,4179356,2622068,38.89,5548361
"Finland","2022-02-08",-21,-2,14,-36,-30,10,"FIN","Europe",7472,2,4457240,4198193,2637594,38.89,5548361
"Finland","2022-02-09",-18,0,41,-35,-29,9,"FIN","Europe",4520,29,4458538,4199540,2651777,38.89,5548361
"Finland","2022-02-10",-20,0,29,-36,-29,9,"FIN","Europe",12805,15,,4201193,2664224,38.89,5548361
"Finland","2022-02-11",-21,-1,33,-37,-29,10,"FIN","Europe",10386,29,,4202929,2676743,38.89,5548361
"Finland","2022-02-12",-23,-3,27,-34,-5,5,"FIN","Europe",0,0,,4204677,2686516,38.89,5548361
"Finland","2022-02-13",-30,-7,-5,-38,-5,6,"FIN","Europe",0,0,,4205912,2696702,38.89,5548361
"Finland","2022-02-14",-11,3,18,-34,-29,8,"FIN","Europe",12410,44,,4206680,2698409,38.89,5548361
"Finland","2022-02-15",-17,-1,8,-35,-29,9,"FIN","Europe",4426,1,,4206834,2699117,38.89,5548361
"Finland","2022-02-16",-19,-3,23,-35,-29,10,"FIN","Europe",5956,27,,4209310,2706990,38.89,5548361
"Finland","2022-02-17",-21,-4,10,-36,-28,10,"FIN","Europe",7953,23,,4211395,2716495,38.89,5548361
"Finland","2022-02-18",-17,-2,17,-35,-28,10,"FIN","Europe",4328,12,,4213817,2724372,38.89,5548361
"Finland","2022-02-19",-19,-4,11,-31,-3,4,"FIN","Europe",0,0,,4215305,2730555,38.89,5548361
"Finland","2022-02-20",-20,-3,32,-31,-3,4,"FIN","Europe",0,0,,4217223,2736618,38.89,5548361
"Finland","2022-02-21",-17,-3,30,-37,-35,9,"FIN","Europe",17671,52,,4218028,2737821,38.89,5548361
"Finland","2022-02-22",-19,-4,27,-33,-35,10,"FIN","Europe",2746,0,,4218475,2738580,38.89,5548361
"Finland","2022-02-23",-15,0,49,-34,-34,9,"FIN","Europe",4264,22,,4220275,2743910,38.89,5548361
"Finland","2022-02-24",-19,-3,23,-37,-34,10,"FIN","Europe",7931,13,,4222103,2748169,38.89,5548361
"Finland","2022-02-25",-18,-3,22,-38,-35,10,"FIN","Europe",71,0,,,,38.89,5548361
"Finland","2022-02-26",-17,-2,46,-25,-4,2,"FIN","Europe",0,0,,,,38.89,5548361
"Finland","2022-02-27",-21,-2,43,-29,-4,3,"FIN","Europe",0,0,,,,38.89,5548361
"Finland","2022-02-28",-11,3,60,-32,-35,8,"FIN","Europe",28,2,,4222243,2764344,40.74,5548361
"Finland","2022-03-01",-10,4,50,-30,-34,8,"FIN","Europe",19686,14,,4222852,2764874,24.07,5548361
"Finland","2022-03-02",-11,2,58,-30,-34,8,"FIN","Europe",1116,1,,4225745,2768308,24.07,5548361
"Finland","2022-03-03",-13,1,53,-31,-34,8,"FIN","Europe",6029,3,,4228053,2771392,24.07,5548361
"Finland","2022-03-04",-12,-1,53,-32,-34,9,"FIN","Europe",7185,3,,4231437,2772975,24.07,5548361
"Finland","2022-03-05",-14,-3,36,-24,-3,2,"FIN","Europe",0,0,,,,24.07,5548361
"Finland","2022-03-06",-16,-1,50,-26,-4,3,"FIN","Europe",0,0,4459152,4235949,2784642,24.07,5548361
"Finland","2022-03-07",-14,1,41,-33,-32,8,"FIN","Europe",22369,,4459276,4237004,2785200,24.07,5548361
"Finland","2022-03-08",-15,1,26,-32,-31,9,"FIN","Europe",0,0,4459330,4237644,2785512,24.07,5548361
"Finland","2022-03-09",-15,-1,55,-32,-31,8,"FIN","Europe",8910,2,4459574,4239876,2788958,24.07,5548361
"Finland","2022-03-10",-17,-2,40,-33,-30,8,"FIN","Europe",10051,0,,,,24.07,5548361
"Finland","2022-03-11",-16,-3,47,-34,-31,9,"FIN","Europe",21159,80,,,,24.07,5548361
"Finland","2022-03-12",-15,-4,60,-21,-1,2,"FIN","Europe",0,0,,,,24.07,5548361
"Finland","2022-03-13",-17,0,67,-26,-2,2,"FIN","Europe",0,0,,,,24.07,5548361
"Finland","2022-03-14",-16,0,60,-31,-27,7,"FIN","Europe",26848,64,,,,24.07,5548361
"Finland","2022-03-15",-14,2,52,-30,-27,7,"FIN","Europe",6110,2,,,,24.07,5548361
"Finland","2022-03-16",-13,1,74,-29,-26,7,"FIN","Europe",11397,44,4499620,4287316,2828912,24.07,5548361
"Finland","2022-03-17",-14,0,59,-30,-26,7,"FIN","Europe",4295,20,,,,24.07,5548361
"Finland","2022-03-18",-14,-1,42,-32,-27,8,"FIN","Europe",3400,0,,,,24.07,5548361
"Finland","2022-03-19",-12,-2,49,-21,-1,2,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-03-20",-12,3,71,-22,-2,2,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-03-21",-15,-1,61,-31,-27,7,"FIN","Europe",25705,98,,,,26.85,5548361
"Finland","2022-03-22",-15,0,51,-30,-26,7,"FIN","Europe",207,0,,,,26.85,5548361
"Finland","2022-03-23",-14,0,65,-29,-26,7,"FIN","Europe",9312,67,4504279,4302905,2851074,26.85,5548361
"Finland","2022-03-24",-16,-1,45,-31,-26,7,"FIN","Europe",12502,3,,,,26.85,5548361
"Finland","2022-03-25",-15,-2,27,-31,-26,8,"FIN","Europe",10675,34,,,,26.85,5548361
"Finland","2022-03-26",-16,-7,-2,-26,-2,4,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-03-27",-18,-4,23,-25,-3,4,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-03-28",-20,-5,25,-34,-27,8,"FIN","Europe",14764,69,,,,26.85,5548361
"Finland","2022-03-29",-17,-2,28,-32,-26,8,"FIN","Europe",5338,1,4505614,4308827,2864898,26.85,5548361
"Finland","2022-03-30",-14,-3,42,-30,-25,7,"FIN","Europe",9320,50,,,,26.85,5548361
"Finland","2022-03-31",-13,0,38,-30,-24,7,"FIN","Europe",9541,39,,,,26.85,5548361
"Finland","2022-04-01",-9,1,44,-29,-26,7,"FIN","Europe",5950,34,,,,26.85,5548361
"Finland","2022-04-02",-9,-3,31,-20,-1,2,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-03",-13,0,38,-24,-3,3,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-04",-17,-3,24,-33,-27,7,"FIN","Europe",11710,74,,,,26.85,5548361
"Finland","2022-04-05",-24,-10,7,-32,-27,9,"FIN","Europe",6450,2,4506778,4312644,2879328,26.85,5548361
"Finland","2022-04-06",-14,0,37,-28,-27,8,"FIN","Europe",5690,53,,,,26.85,5548361
"Finland","2022-04-07",-15,1,30,-29,-26,7,"FIN","Europe",7216,27,,,,26.85,5548361
"Finland","2022-04-08",-14,-1,20,-30,-26,8,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-09",-9,2,9,-20,1,2,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-10",-16,1,15,-25,-2,4,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-11",-11,3,52,-29,-26,6,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-12",-9,5,57,-28,-26,6,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-13",-6,12,85,-26,-26,5,"FIN","Europe",0,0,4508106,4316118,2895753,26.85,5548361
"Finland","2022-04-14",2,26,72,-24,-32,4,"FIN","Europe",28891,183,,,,26.85,5548361
"Finland","2022-04-15",-40,-25,118,-47,-81,18,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-16",-17,-5,89,-25,-11,0,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-17",-17,-2,104,-26,-9,0,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-18",-35,-15,132,-42,-82,14,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-19",-8,6,69,-26,-27,5,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-20",-6,4,97,-25,-25,5,"FIN","Europe",0,0,4508830,4318014,2904850,26.85,5548361
"Finland","2022-04-21",-7,3,79,-26,-24,5,"FIN","Europe",50889,121,,,,26.85,5548361
"Finland","2022-04-22",-5,2,80,-24,-24,4,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-23",-7,0,42,-15,5,1,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-24",-7,6,59,-17,3,1,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-25",-6,5,63,-26,-24,5,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-26",-6,5,44,-25,-23,6,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-27",-4,6,66,-24,-23,5,"FIN","Europe",0,0,4509932,4320476,2916568,26.85,5548361
"Finland","2022-04-28",-7,7,44,-23,-23,5,"FIN","Europe",22541,301,,,,26.85,5548361
"Finland","2022-04-29",-4,8,65,-25,-23,4,"FIN","Europe",0,0,,,,26.85,5548361
"Finland","2022-04-30",-6,4,72,-11,3,0,"FIN","Europe",0,0,,,,,5548361
"Finland","2022-05-01",-10,-1,94,-14,-2,1,"FIN","Europe",0,0,,,,,5548361
"Finland","2022-05-02",-7,4,52,-27,-24,5,"FIN","Europe",0,0,,,,,5548361
"Finland","2022-05-03",-8,4,40,-28,-27,6,"FIN","Europe",0,0,,,,,5548361
"Finland","2022-05-04",-4,6,80,-25,-26,5,"FIN","Europe",0,0,4510727,4322150,2925970,,5548361
"Finland","2022-05-05",-6,4,68,-26,-26,5,"FIN","Europe",29754,211,,,,,5548361
"France","2021-12-01",-10,18,-4,-8,-12,4,"FRA","Europe",49610,96,52450515,47293579,8353900,72.22,67422000
"France","2021-12-02",-10,19,0,-7,-12,4,"FRA","Europe",48416,103,52472423,47365376,8882191,72.22,67422000
"France","2021-12-03",-9,14,-6,-7,-14,5,"FRA","Europe",49858,127,52497840,47457909,9479867,72.22,67422000
"France","2021-12-04",-8,10,-5,-5,-4,3,"FRA","Europe",51464,48,52516122,47518469,9816730,72.22,67422000
"France","2021-12-05",11,35,-3,-2,0,2,"FRA","Europe",42153,27,52520261,47534816,9912640,72.22,67422000
"France","2021-12-06",-4,20,10,-9,-14,4,"FRA","Europe",11578,195,52541186,47608077,10406862,72.22,67422000
"France","2021-12-07",-4,20,8,-6,-12,4,"FRA","Europe",59019,172,52564445,47699911,11053878,72.22,67422000
"France","2021-12-08",-8,19,2,-8,-11,4,"FRA","Europe",61340,133,52589734,47792189,11647195,72.22,67422000
"France","2021-12-09",-8,20,3,-8,-10,4,"FRA","Europe",56854,136,52613696,47886492,12312311,72.22,67422000
"France","2021-12-10",-9,14,-8,-8,-13,6,"FRA","Europe",55140,148,52641212,47997595,13050337,72.22,67422000
"France","2021-12-11",-6,13,8,1,0,2,"FRA","Europe",53919,67,52661424,48073626,13486454,72.22,67422000
"France","2021-12-12",18,49,8,0,7,1,"FRA","Europe",43848,48,52667042,48096895,13628983,72.22,67422000
"France","2021-12-13",-3,21,11,-10,-12,4,"FRA","Europe",12064,243,52688054,48188210,14218203,72.22,67422000
"France","2021-12-14",-1,23,11,-7,-11,4,"FRA","Europe",63405,158,52715432,48306833,14986234,72.22,67422000
"France","2021-12-15",-4,22,7,-8,-11,3,"FRA","Europe",65713,151,52743569,48421295,15682698,72.22,67422000
"France","2021-12-16",-3,26,8,-6,-10,3,"FRA","Europe",60866,188,52771436,48537356,16449122,72.22,67422000
"France","2021-12-17",-4,19,4,-6,-13,5,"FRA","Europe",58128,162,52802934,48666125,17259575,72.22,67422000
"France","2021-12-18",-7,14,14,6,-1,1,"FRA","Europe",58536,85,52827842,48747851,17730673,72.22,67422000
"France","2021-12-19",26,69,13,2,9,1,"FRA","Europe",48473,75,52836581,48776713,17900399,72.22,67422000
"France","2021-12-20",10,33,24,-16,-32,7,"FRA","Europe",15075,224,52868151,48874191,18493517,72.22,67422000
"France","2021-12-21",11,38,30,-13,-32,7,"FRA","Europe",72857,229,52907331,48986541,19178203,72.22,67422000
"France","2021-12-22",4,41,17,-14,-31,6,"FRA","Europe",84272,170,52946770,49086145,19756027,72.22,67422000
"France","2021-12-23",9,62,24,-12,-39,7,"FRA","Europe",91608,179,52980487,49165873,20198582,72.22,67422000
"France","2021-12-24",-17,34,3,-29,-55,10,"FRA","Europe",94124,167,52991146,49191925,20309965,72.22,67422000
"France","2021-12-25",-78,-83,-19,-41,-62,4,"FRA","Europe",104611,84,52991911,49195426,20317563,72.22,67422000
"France","2021-12-26",-16,29,6,1,-14,0,"FRA","Europe",27697,96,52996609,49207344,20369776,72.22,67422000
"France","2021-12-27",0,30,31,-24,-59,13,"FRA","Europe",30459,256,53026895,49291389,20824612,72.22,67422000
"France","2021-12-28",-2,30,36,-23,-56,14,"FRA","Europe",179808,290,53065164,49390369,21390456,72.22,67422000
"France","2021-12-29",-9,29,28,-24,-53,12,"FRA","Europe",208099,184,53104983,49478790,21893250,72.22,67422000
"France","2021-12-30",-2,52,63,-20,-56,12,"FRA","Europe",206544,182,53140848,49553808,22315721,72.22,67422000
"France","2021-12-31",-19,39,48,-28,-61,13,"FRA","Europe",232200,189,53152877,49579033,22432955,72.22,67422000
"France","2022-01-01",-71,-81,18,-31,-59,7,"FRA","Europe",219126,110,53154118,49582231,22441490,72.22,67422000
"France","2022-01-02",-14,37,1,5,-7,3,"FRA","Europe",58432,91,53160189,49595278,22499998,72.22,67422000
"France","2022-01-03",-15,30,5,-19,-24,8,"FRA","Europe",67461,270,53192394,49684921,22996295,66.67,67422000
"France","2022-01-04",-17,27,1,-20,-22,9,"FRA","Europe",271746,351,53233022,49795691,23639861,66.67,67422000
"France","2022-01-05",-20,23,1,-22,-22,9,"FRA","Europe",332252,246,53293104,49898868,24210870,66.67,67422000
"France","2022-01-06",-19,26,1,-22,-21,9,"FRA","Europe",262787,205,53336949,50008992,24852430,66.67,67422000
"France","2022-01-07",-21,16,-12,-23,-22,11,"FRA","Europe",328214,193,53387416,50131910,25566126,66.67,67422000
"France","2022-01-08",-23,8,-26,-22,-8,7,"FRA","Europe",303669,142,53432332,50212236,25991107,66.67,67422000
"France","2022-01-09",-22,9,-25,-22,-5,6,"FRA","Europe",296097,90,53447924,50238987,26119946,66.67,67422000
